EnsembleID	Symbol	n(Celltypes)	Name
ENSG00000261594	TPBGL	556	trophoblast glycoprotein like
ENSG00000183760	ACP7	556	acid phosphatase 7, tartrate resistant (putative)
ENSG00000214866	DCDC2C	556	doublecortin domain containing 2C
ENSG00000188585	CLEC20A	556	C-type lectin domain containing 20A
ENSG00000121743	GJA3	556	gap junction protein alpha 3
ENSG00000187258	NPSR1	555	neuropeptide S receptor 1
ENSG00000088926	F11	555	coagulation factor XI
ENSG00000241322	FBXW10B	555	F-box and WD repeat domain containing 10B
ENSG00000137090	DMRT1	555	doublesex and mab-3 related transcription factor 1
ENSG00000158477	CD1A	554	CD1a molecule
ENSG00000140465	CYP1A1	554	cytochrome P450 family 1 subfamily A member 1
ENSG00000100314	CABP7	554	calcium binding protein 7
ENSG00000264230	ANXA8L1	554	annexin A8 like 1
ENSG00000132702	HAPLN2	554	hyaluronan and proteoglycan link protein 2
ENSG00000130711	PRDM12	553	PR/SET domain 12
ENSG00000124678	TCP11	553	t-complex 11
ENSG00000257057	C11orf97	553	chromosome 11 open reading frame 97
ENSG00000008118	CAMK1G	553	calcium/calmodulin dependent protein kinase IG
ENSG00000255524	NPIPB8	553	nuclear pore complex interacting protein family member B8
ENSG00000056291	NPFFR2	553	neuropeptide FF receptor 2
ENSG00000108255	CRYBA1	553	crystallin beta A1
ENSG00000204361	NXPE2	553	neurexophilin and PC-esterase domain family member 2
ENSG00000108242	CYP2C18	553	cytochrome P450 family 2 subfamily C member 18
ENSG00000135903	PAX3	552	paired box 3
ENSG00000132746	ALDH3B2	552	aldehyde dehydrogenase 3 family member B2
ENSG00000122733	PHF24	552	PHD finger protein 24
ENSG00000187922	LCN10	552	lipocalin 10
ENSG00000137270	GCM1	552	glial cells missing transcription factor 1
ENSG00000269067	ZNF728	552	zinc finger protein 728
ENSG00000181800	CELF2-AS1	552	CELF2 antisense RNA 1
ENSG00000144583	MARCHF4	551	membrane associated ring-CH-type finger 4
ENSG00000184389	A3GALT2	551	alpha 1,3-galactosyltransferase 2
ENSG00000172156	CCL11	551	C-C motif chemokine ligand 11
ENSG00000166211	SPIC	551	Spi-C transcription factor
ENSG00000196993	NPIPB9	551	nuclear pore complex interacting protein family member B9
ENSG00000114547	ROPN1B	551	rhophilin associated tail protein 1B
ENSG00000157999	ANKRD61	550	ankyrin repeat domain 61
ENSG00000231738	TSPAN19	550	tetraspanin 19
ENSG00000107165	TYRP1	550	tyrosinase related protein 1
ENSG00000211792	TRAV14DV4	550	T cell receptor alpha variable 14/delta variable 4
ENSG00000123454	DBH	549	dopamine beta-hydroxylase
ENSG00000203737	GPR52	549	G protein-coupled receptor 52
ENSG00000162951	LRRTM1	549	leucine rich repeat transmembrane neuronal 1
ENSG00000152430	BOLL	549	boule homolog, RNA binding protein
ENSG00000187664	HAPLN4	548	hyaluronan and proteoglycan link protein 4
ENSG00000126259	KIRREL2	548	kirre like nephrin family adhesion molecule 2
ENSG00000261873	SMIM36	548	small integral membrane protein 36
ENSG00000271043	MTRNR2L2	548	MT-RNR2 like 2 (pseudogene)
ENSG00000206069	LHFPL7	548	LHFPL tetraspan subfamily member 7
ENSG00000144962	SPATA16	548	spermatogenesis associated 16
ENSG00000162598	C1orf87	548	chromosome 1 open reading frame 87
ENSG00000167117	ANKRD40CL	548	ANKRD40 C-terminal like
ENSG00000144130	NT5DC4	547	5'-nucleotidase domain containing 4
ENSG00000211793	TRAV9-2	547	T cell receptor alpha variable 9-2
ENSG00000151962	RBM46	547	RNA binding motif protein 46
ENSG00000110244	APOA4	547	apolipoprotein A4
ENSG00000228727	SAPCD1	546	suppressor APC domain containing 1
ENSG00000254585	MAGEL2	546	MAGE family member L2
ENSG00000275718	CCL15	546	C-C motif chemokine ligand 15
ENSG00000152670	DDX4	546	DEAD-box helicase 4
ENSG00000183479	TREX2	546	three prime repair exonuclease 2
ENSG00000145107	TM4SF19	546	transmembrane 4 L six family member 19
ENSG00000174992	ZG16	545	zymogen granule protein 16
ENSG00000176029	C11orf16	545	chromosome 11 open reading frame 16
ENSG00000022355	GABRA1	545	gamma-aminobutyric acid type A receptor subunit alpha1
ENSG00000077009	NMRK2	545	nicotinamide riboside kinase 2
ENSG00000145626	UGT3A1	545	UDP glycosyltransferase family 3 member A1
ENSG00000125498	KIR2DL1	545	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
ENSG00000242550	SERPINB10	544	serpin family B member 10
ENSG00000213424	KRT222	544	keratin 222
ENSG00000165566	AMER2	544	APC membrane recruitment protein 2
ENSG00000145192	AHSG	544	alpha 2-HS glycoprotein
ENSG00000164089	ETNPPL	543	ethanolamine-phosphate phospho-lyase
ENSG00000112246	SIM1	543	SIM bHLH transcription factor 1
ENSG00000141316	SPACA3	543	sperm acrosome associated 3
ENSG00000169271	HSPB3	543	heat shock protein family B (small) member 3
ENSG00000204020	LIPN	543	lipase family member N
ENSG00000242779	ZNF702P	543	zinc finger protein 702, pseudogene
ENSG00000211965	IGHV3-49	542	immunoglobulin heavy variable 3-49
ENSG00000171794	UTF1	542	undifferentiated embryonic cell transcription factor 1
ENSG00000173728	SPMIP3	542	sperm microtubule inner protein 3
ENSG00000173452	TMEM196	542	transmembrane protein 196
ENSG00000057149	SERPINB3	541	serpin family B member 3
ENSG00000163501	IHH	541	Indian hedgehog signaling molecule
ENSG00000179813	FAM216B	541	family with sequence similarity 216 member B
ENSG00000262874	C19orf84	541	chromosome 19 open reading frame 84
ENSG00000188800	TMCO2	541	transmembrane and coiled-coil domains 2
ENSG00000211789	TRAV12-2	541	T cell receptor alpha variable 12-2
ENSG00000183379	SYNDIG1L	540	synapse differentiation inducing 1 like
ENSG00000175894	TSPEAR	540	thrombospondin type laminin G domain and EAR repeats
ENSG00000185792	NLRP9	540	NLR family pyrin domain containing 9
ENSG00000145198	VWA5B2	540	von Willebrand factor A domain containing 5B2
ENSG00000211790	TRAV8-4	540	T cell receptor alpha variable 8-4
ENSG00000168481	LGI3	540	leucine rich repeat LGI family member 3
ENSG00000186051	TAL2	539	TAL bHLH transcription factor 2
ENSG00000244476	ERVFRD-1	539	endogenous retrovirus group FRD member 1, envelope
ENSG00000180422	LINC00304	539	long intergenic non-protein coding RNA 304
ENSG00000203684	IBA57-DT	539	IBA57 divergent transcript
ENSG00000111245	MYL2	538	myosin light chain 2
ENSG00000256553	TRAV1-2	538	T cell receptor alpha variable 1-2
ENSG00000150750	POU2AF2	538	POU class 2 homeobox associating factor 2
ENSG00000066813	ACSM2B	538	acyl-CoA synthetase medium chain family member 2B
ENSG00000183114	FAM43B	537	family with sequence similarity 43 member B
ENSG00000113211	PCDHB6	537	protocadherin beta 6
ENSG00000248746	ACTN3	537	actinin alpha 3
ENSG00000180264	ADGRD2	537	adhesion G protein-coupled receptor D2
ENSG00000239732	TLR9	537	toll like receptor 9
ENSG00000250799	PRODH2	536	proline dehydrogenase 2
ENSG00000167754	KLK5	535	kallikrein related peptidase 5
ENSG00000214338	MTCL3	535	MTCL family member 3
ENSG00000027644	INSRR	535	insulin receptor related receptor
ENSG00000048545	GUCA1A	535	guanylate cyclase activator 1A
ENSG00000102128	RAB40AL	535	RAB40A like
ENSG00000205693	MANSC4	535	MANSC domain containing 4
ENSG00000170689	HOXB9	534	homeobox B9
ENSG00000177338	LINC00469	534	long intergenic non-protein coding RNA 469
ENSG00000080947	CROCCP3	534	CROCC pseudogene 3
ENSG00000100249	C22orf31	534	chromosome 22 open reading frame 31
ENSG00000244414	CFHR1	534	complement factor H related 1
ENSG00000162888	IKBKE-AS1	533	IKBKE antisense RNA 1
ENSG00000101200	AVP	533	arginine vasopressin
ENSG00000250120	PCDHA10	533	protocadherin alpha 10
ENSG00000121764	HCRTR1	533	hypocretin receptor 1
ENSG00000211785	TRAV12-1	533	T cell receptor alpha variable 12-1
ENSG00000211752	TRBV27	532	T cell receptor beta variable 27
ENSG00000189001	SBSN	532	suprabasin
ENSG00000276557	TRBV18	532	T cell receptor beta variable 18
ENSG00000113492	AGXT2	532	alanine--glyoxylate aminotransferase 2
ENSG00000270231	NBPF8	532	NBPF member 8
ENSG00000165478	HEPACAM	532	hepatic and glial cell adhesion molecule
ENSG00000120160	EQTN	532	equatorin
ENSG00000168907	PLA2G4F	532	phospholipase A2 group IVF
ENSG00000146678	IGFBP1	531	insulin like growth factor binding protein 1
ENSG00000120068	HOXB8	531	homeobox B8
ENSG00000180440	SERTM1	531	serine rich and transmembrane domain containing 1
ENSG00000241563	CORT	531	cortistatin
ENSG00000140955	ADAD2	531	adenosine deaminase domain containing 2
ENSG00000196553	CCDC196	531	coiled-coil domain containing 196
ENSG00000109272	PF4V1	531	platelet factor 4 variant 1
ENSG00000067842	ATP2B3	531	ATPase plasma membrane Ca2+ transporting 3
ENSG00000138109	CYP2C9	531	cytochrome P450 family 2 subfamily C member 9
ENSG00000181781	CIMAP1D	530	CIMAP1 family member D
ENSG00000127957	PMS2P3	530	PMS1 homolog 2, mismatch repair system component pseudogene 3
ENSG00000125798	FOXA2	530	forkhead box A2
ENSG00000159409	CELF3	530	CUGBP Elav-like family member 3
ENSG00000171560	FGA	530	fibrinogen alpha chain
ENSG00000164122	ASB5	529	ankyrin repeat and SOCS box containing 5
ENSG00000101203	COL20A1	529	collagen type XX alpha 1 chain
ENSG00000250673	REELD1	529	reeler domain containing 1
ENSG00000230257	NFE4	529	nuclear factor, erythroid 4
ENSG00000170577	SIX2	528	SIX homeobox 2
ENSG00000179046	TRIML2	528	tripartite motif family like 2
ENSG00000204866	IGFL2	528	IGF like family member 2
ENSG00000095917	TPSD1	527	tryptase delta 1
ENSG00000064195	DLX3	527	distal-less homeobox 3
ENSG00000092345	DAZL	527	deleted in azoospermia like
ENSG00000186038	HTR3E	527	5-hydroxytryptamine receptor 3E
ENSG00000114248	LRRC31	527	leucine rich repeat containing 31
ENSG00000268223	ARL14EPL	526	ARF like GTPase 14 effector protein like
ENSG00000137251	TINAG	526	tubulointerstitial nephritis antigen
ENSG00000124479	NDP	526	norrin cystine knot growth factor NDP
ENSG00000211794	TRAV12-3	526	T cell receptor alpha variable 12-3
ENSG00000165621	OXGR1	525	oxoglutarate receptor 1
ENSG00000271824	SMIM32	525	small integral membrane protein 32
ENSG00000211800	TRAV20	525	T cell receptor alpha variable 20
ENSG00000124935	SCGB1D2	525	secretoglobin family 1D member 2
ENSG00000172350	ABCG4	525	ATP binding cassette subfamily G member 4
ENSG00000211745	TRBV4-2	525	T cell receptor beta variable 4-2
ENSG00000237330	RNF223	525	ring finger protein 223
ENSG00000250423	KIAA1210	525	KIAA1210
ENSG00000182545	RNASE10	524	ribonuclease A family member 10 (inactive)
ENSG00000130957	FBP2	524	fructose-bisphosphatase 2
ENSG00000205363	INSYN1	524	inhibitory synaptic factor 1
ENSG00000226660	TRBV2	524	T cell receptor beta variable 2
ENSG00000187642	PERM1	524	PPARGC1 and ESRR induced regulator, muscle 1
ENSG00000160472	TMEM190	523	transmembrane protein 190
ENSG00000238105	GOLGA2P5	523	GOLGA2 pseudogene 5
ENSG00000175202	HIGD2B	523	HIG1 hypoxia inducible domain family member 2B
ENSG00000171873	ADRA1D	523	adrenoceptor alpha 1D
ENSG00000211779	TRAV5	523	T cell receptor alpha variable 5
ENSG00000105467	SYNGR4	523	synaptogyrin 4
ENSG00000169885	CALML6	523	calmodulin like 6
ENSG00000037965	HOXC8	522	homeobox C8
ENSG00000184459	BPIFC	522	BPI fold containing family C
ENSG00000284484	CPHXL2	522	cytoplasmic polyadenylated homeobox like 2
ENSG00000196811	CHRNG	522	cholinergic receptor nicotinic gamma subunit
ENSG00000149506	ZP1	522	zona pellucida glycoprotein 1
ENSG00000163581	SLC2A2	522	solute carrier family 2 member 2
ENSG00000109758	HGFAC	522	HGF activator
ENSG00000147432	CHRNB3	522	cholinergic receptor nicotinic beta 3 subunit
ENSG00000112539	C6orf118	522	chromosome 6 open reading frame 118
ENSG00000134443	GRP	522	gastrin releasing peptide
ENSG00000151577	DRD3	522	dopamine receptor D3
ENSG00000183395	PMCH	522	pro-melanin concentrating hormone
ENSG00000147588	PMP2	521	peripheral myelin protein 2
ENSG00000165863	SPMIP5	521	sperm microtubule inner protein 5
ENSG00000211777	TRAV3	521	T cell receptor alpha variable 3
ENSG00000148702	HABP2	521	hyaluronan binding protein 2
ENSG00000162040	HS3ST6	520	heparan sulfate-glucosamine 3-sulfotransferase 6
ENSG00000221986	MYBPHL	520	myosin binding protein H like
ENSG00000147697	GSDMC	520	gasdermin C
ENSG00000172867	KRT2	520	keratin 2
ENSG00000100012	SEC14L3	519	SEC14 like lipid binding 3
ENSG00000260903	XKR7	519	XK related 7
ENSG00000168830	HTR1E	519	5-hydroxytryptamine receptor 1E
ENSG00000204978	ERICH4	519	glutamate rich 4
ENSG00000134183	GNAT2	519	G protein subunit alpha transducin 2
ENSG00000211967	IGHV3-53	519	immunoglobulin heavy variable 3-53
ENSG00000171487	NLRP5	519	NLR family pyrin domain containing 5
ENSG00000232268	OR52I1	519	olfactory receptor family 52 subfamily I member 1
ENSG00000188306	LRRIQ4	519	leucine rich repeats and IQ motif containing 4
ENSG00000164049	FBXW12	519	F-box and WD repeat domain containing 12
ENSG00000232125	DYTN	519	dystrotelin
ENSG00000125804	FAM182A	519	family with sequence similarity 182 member A
ENSG00000268104	SLC6A14	519	solute carrier family 6 member 14
ENSG00000112164	GLP1R	519	glucagon like peptide 1 receptor
ENSG00000233670	PIRT	519	phosphoinositide interacting regulator of transient receptor potential channels
ENSG00000170128	GPR25	518	G protein-coupled receptor 25
ENSG00000204071	TCEAL6	518	transcription elongation factor A like 6
ENSG00000166558	SLC38A8	518	solute carrier family 38 member 8
ENSG00000156466	GDF6	518	growth differentiation factor 6
ENSG00000211802	TRAV22	518	T cell receptor alpha variable 22
ENSG00000257588	AQP5-AS1	518	AQP5 and AQP2 antisense RNA 2
ENSG00000198788	MUC2	518	mucin 2, oligomeric mucus/gel-forming
ENSG00000036473	OTC	517	ornithine transcarbamylase
ENSG00000009709	PAX7	517	paired box 7
ENSG00000275763	ZNF516-DT	517	ZNF516 divergent transcript
ENSG00000004848	ARX	517	aristaless related homeobox
ENSG00000204653	ASPDH	516	aspartate dehydrogenase domain containing
ENSG00000204347	BTBD17	516	BTB domain containing 17
ENSG00000135248	GARIN1B	516	golgi associated RAB2 interactor 1B
ENSG00000232869	TRBV29-1	515	T cell receptor beta variable 29-1
ENSG00000111701	APOBEC1	515	apolipoprotein B mRNA editing enzyme catalytic subunit 1
ENSG00000205549	LINC03041	515	long intergenic non-protein coding RNA 3041
ENSG00000124467	PSG8	515	pregnancy specific beta-1-glycoprotein 8
ENSG00000188629	ZNF177	515	zinc finger protein 177
ENSG00000188992	LIPI	514	lipase I
ENSG00000169397	RNASE3	514	ribonuclease A family member 3
ENSG00000158077	NLRP14	514	NLR family pyrin domain containing 14
ENSG00000163673	DCLK3	514	doublecortin like kinase 3
ENSG00000104055	TGM5	514	transglutaminase 5
ENSG00000120337	TNFSF18	514	TNF superfamily member 18
ENSG00000178233	TMEM151B	514	transmembrane protein 151B
ENSG00000232216	IGHV3-43	513	immunoglobulin heavy variable 3-43
ENSG00000108688	CCL7	513	C-C motif chemokine ligand 7
ENSG00000143512	HHIPL2	513	HHIP like 2
ENSG00000169035	KLK7	513	kallikrein related peptidase 7
ENSG00000174429	ABRA	513	actin binding Rho activating protein
ENSG00000284491	THSD8	512	thrombospondin type 1 domain containing 8
ENSG00000212710	CTAGE1	512	cutaneous T cell lymphoma-associated antigen 1
ENSG00000172179	PRL	512	prolactin
ENSG00000229921	KIF25-AS1	511	KIF25 antisense RNA 1
ENSG00000164129	NPY5R	511	neuropeptide Y receptor Y5
ENSG00000186367	MINAR2	511	membrane integral NOTCH2 associated receptor 2
ENSG00000163395	IGFN1	511	immunoglobulin like and fibronectin type III domain containing 1
ENSG00000215182	MUC5AC	511	mucin 5AC, oligomeric mucus/gel-forming
ENSG00000186510	CLCNKA	511	chloride voltage-gated channel Ka
ENSG00000109158	GABRA4	511	gamma-aminobutyric acid type A receptor subunit alpha4
ENSG00000153303	FRMD1	511	FERM domain containing 1
ENSG00000231475	IGHV4-31	511	immunoglobulin heavy variable 4-31
ENSG00000091482	SMPX	511	small muscle protein X-linked
ENSG00000185479	KRT6B	510	keratin 6B
ENSG00000109163	GNRHR	510	gonadotropin releasing hormone receptor
ENSG00000131914	LIN28A	510	lin-28 homolog A
ENSG00000142615	CELA2A	510	chymotrypsin like elastase 2A
ENSG00000183888	SRARP	509	steroid receptor associated and regulated protein
ENSG00000174038	SPATA31G1	509	SPATA31 subfamily G member 1
ENSG00000135220	UGT2A3	509	UDP glucuronosyltransferase family 2 member A3
ENSG00000225725	FAM66E	509	family with sequence similarity 66 member E
ENSG00000276775	IGHV4-4	509	immunoglobulin heavy variable 4-4
ENSG00000168427	KLHL30	509	kelch like family member 30
ENSG00000142319	SLC6A3	508	solute carrier family 6 member 3
ENSG00000099769	IGFALS	508	insulin like growth factor binding protein acid labile subunit
ENSG00000183463	URAD	508	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase
ENSG00000231991	ANXA2P2	508	annexin A2 pseudogene 2
ENSG00000130173	ANGPTL8	508	angiopoietin like 8
ENSG00000156097	GPR61	508	G protein-coupled receptor 61
ENSG00000161180	CCDC116	508	coiled-coil domain containing 116
ENSG00000227868	TEX46	507	testis expressed 46
ENSG00000164185	ZNF474	507	zinc finger protein 474
ENSG00000119919	NKX2-3	507	NK2 homeobox 3
ENSG00000219073	CELA3B	507	chymotrypsin like elastase 3B
ENSG00000170516	COX7B2	507	cytochrome c oxidase subunit 7B2
ENSG00000158955	WNT9B	506	Wnt family member 9B
ENSG00000180229	HERC2P3	506	HERC2 pseudogene 3
ENSG00000177294	FBXO39	506	F-box protein 39
ENSG00000184908	CLCNKB	506	chloride voltage-gated channel Kb
ENSG00000126890	CTAG2	506	cancer/testis antigen 2
ENSG00000205678	TECRL	506	trans-2,3-enoyl-CoA reductase like
ENSG00000159387	IRX6	506	iroquois homeobox 6
ENSG00000211815	TRAV36DV7	505	T cell receptor alpha variable 36/delta variable 7
ENSG00000175664	TEX26	505	testis expressed 26
ENSG00000241657	TRBV11-2	505	T cell receptor beta variable 11-2
ENSG00000213927	CCL27	505	C-C motif chemokine ligand 27
ENSG00000221932	HEPN1	505	hepatocellular carcinoma, down-regulated 1
ENSG00000229214	LINC00242	504	long intergenic non-protein coding RNA 242
ENSG00000182450	KCNK4	504	potassium two pore domain channel subfamily K member 4
ENSG00000166930	MS4A5	504	membrane spanning 4-domains A5
ENSG00000130055	GDPD2	504	glycerophosphodiester phosphodiesterase domain containing 2
ENSG00000223806	LINC00114	504	long intergenic non-protein coding RNA 114
ENSG00000198842	STYXL2	504	serine/threonine/tyrosine interacting like 2
ENSG00000164385	LINC01600	503	long intergenic non-protein coding RNA 1600
ENSG00000197915	HRNR	503	hornerin
ENSG00000218819	TDRD15	503	tudor domain containing 15
ENSG00000211807	TRAV26-1	503	T cell receptor alpha variable 26-1
ENSG00000128710	HOXD10	503	homeobox D10
ENSG00000197769	MAP1LC3C	503	microtubule associated protein 1 light chain 3 gamma
ENSG00000137674	MMP20	502	matrix metallopeptidase 20
ENSG00000211706	TRBV6-1	502	T cell receptor beta variable 6-1
ENSG00000102313	ITIH6	502	inter-alpha-trypsin inhibitor heavy chain family member 6
ENSG00000211787	TRAV8-3	502	T cell receptor alpha variable 8-3
ENSG00000164500	SPMIP7	502	sperm microtubule inner protein 7
ENSG00000077498	TYR	501	tyrosinase
ENSG00000143556	S100A7	501	S100 calcium binding protein A7
ENSG00000159723	AGRP	501	agouti related neuropeptide
ENSG00000140835	CHST4	500	carbohydrate sulfotransferase 4
ENSG00000185156	MFSD6L	500	major facilitator superfamily domain containing 6 like
ENSG00000229089	ANKRD20A8P	500	ankyrin repeat domain 20 family member A8, pseudogene
ENSG00000141977	CIB3	500	calcium and integrin binding family member 3
ENSG00000211650	IGLV5-45	500	immunoglobulin lambda variable 5-45
ENSG00000206043	C18orf63	500	chromosome 18 open reading frame 63
ENSG00000155714	PDZD9	500	PDZ domain containing 9
ENSG00000211796	TRAV16	500	T cell receptor alpha variable 16
ENSG00000132677	RHBG	500	Rh family B glycoprotein
ENSG00000256812	CAPNS2	499	calpain small subunit 2
ENSG00000240654	C1QTNF9	499	C1q and TNF related 9
ENSG00000130829	DUSP9	499	dual specificity phosphatase 9
ENSG00000211652	IGLV7-43	499	immunoglobulin lambda variable 7-43
ENSG00000203985	LDLRAD1	499	low density lipoprotein receptor class A domain containing 1
ENSG00000237254	TRBV30	498	T cell receptor beta variable 30
ENSG00000176840	MIR7-3HG	498	MIR7-3 host gene
ENSG00000134812	CBLIF	498	cobalamin binding intrinsic factor
ENSG00000211820	TRAV41	498	T cell receptor alpha variable 41
ENSG00000211710	TRBV4-1	498	T cell receptor beta variable 4-1
ENSG00000197893	NRAP	498	nebulin related anchoring protein
ENSG00000146166	LGSN	498	lengsin, lens protein with glutamine synthetase domain
ENSG00000211795	TRAV8-6	498	T cell receptor alpha variable 8-6
ENSG00000256040	PAPPA-AS1	498	PAPPA antisense RNA 1
ENSG00000179873	NLRP11	498	NLR family pyrin domain containing 11
ENSG00000211809	TRAV27	498	T cell receptor alpha variable 27
ENSG00000211821	TRDV2	497	T cell receptor delta variable 2
ENSG00000133136	GNG5B	497	G protein subunit gamma 5B
ENSG00000221843	SPATA31H1	496	SPATA31 subfamily H member 1
ENSG00000255974	CYP2A6	496	cytochrome P450 family 2 subfamily A member 6
ENSG00000115507	OTX1	496	orthodenticle homeobox 1
ENSG00000171804	WDR87	495	WD repeat domain 87
ENSG00000124143	ARHGAP40	495	Rho GTPase activating protein 40
ENSG00000203910	C1orf146	495	chromosome 1 open reading frame 146
ENSG00000134551	PRH2	495	proline rich protein HaeIII subfamily 2
ENSG00000251655	PRB1	495	proline rich protein BstNI subfamily 1
ENSG00000196600	SLC22A25	495	solute carrier family 22 member 25
ENSG00000166589	CDH16	495	cadherin 16
ENSG00000226784	PGAM4	495	phosphoglycerate mutase family member 4
ENSG00000211973	IGHV1-69	495	immunoglobulin heavy variable 1-69
ENSG00000230358	SPDYE21	494	speedy/RINGO cell cycle regulator family member E21
ENSG00000176194	CIDEA	494	cell death inducing DFFA like effector a
ENSG00000123009	NME2P1	494	NME2 pseudogene 1
ENSG00000197658	SLC22A24	493	solute carrier family 22 member 24
ENSG00000184224	NDUFV1-DT	493	NDUFV1 divergent transcript
ENSG00000283597	FAM169BP	493	family with sequence similarity 169 member B, pseudogene
ENSG00000173578	XCR1	493	X-C motif chemokine receptor 1
ENSG00000164485	IL22RA2	492	interleukin 22 receptor subunit alpha 2
ENSG00000278195	SSTR3	492	somatostatin receptor 3
ENSG00000124237	CIMIP1	492	ciliary microtubule inner protein 1
ENSG00000126251	GPR42	492	G protein-coupled receptor 42
ENSG00000152954	NRSN1	492	neurensin 1
ENSG00000144230	GPR17	492	G protein-coupled receptor 17
ENSG00000130054	NALF2	491	NALCN channel auxiliary factor 2
ENSG00000269001	ZNF818P	491	zinc finger protein 818, pseudogene
ENSG00000254389	RHPN1-AS1	491	RHPN1 antisense RNA 1 (head to head)
ENSG00000205076	LGALS7	491	galectin 7
ENSG00000138472	GUCA1C	491	guanylate cyclase activator 1C
ENSG00000129170	CSRP3	491	cysteine and glycine rich protein 3
ENSG00000055957	ITIH1	490	inter-alpha-trypsin inhibitor heavy chain 1
ENSG00000284981	UPK3BL2	490	uroplakin 3B like 2
ENSG00000251546	IGKV1D-39	490	immunoglobulin kappa variable 1D-39
ENSG00000100312	ACR	489	acrosin
ENSG00000241294	IGKV2-24	489	immunoglobulin kappa variable 2-24
ENSG00000255221	CARD17P	489	caspase recruitment domain family member 17, pseudogene
ENSG00000183199	HSP90AB3P	489	heat shock protein 90 alpha family class B member 3, pseudogene
ENSG00000205086	LINC02898	489	long intergenic non-protein coding RNA 2898
ENSG00000143520	FLG2	489	filaggrin 2
ENSG00000133475	GGT2P	488	gamma-glutamyltransferase 2, pseudogene
ENSG00000183378	OVCH2	488	ovochymase 2
ENSG00000162621	LRRC53	487	leucine rich repeat containing 53
ENSG00000265763	ZNF488	487	zinc finger protein 488
ENSG00000188674	C2orf80	487	chromosome 2 open reading frame 80
ENSG00000253868	FER1L6-AS2	487	FER1L6 antisense RNA 2
ENSG00000149452	SLC22A8	487	solute carrier family 22 member 8
ENSG00000180383	DEFB124	487	defensin beta 124
ENSG00000283288	SMIM33	487	small integral membrane protein 33
ENSG00000248329	APELA	487	apelin receptor early endogenous ligand
ENSG00000149305	HTR3B	486	5-hydroxytryptamine receptor 3B
ENSG00000180176	TH	486	tyrosine hydroxylase
ENSG00000130433	CACNG6	486	calcium voltage-gated channel auxiliary subunit gamma 6
ENSG00000230099	TRBV5-4	486	T cell receptor beta variable 5-4
ENSG00000162723	SLAMF9	486	SLAM family member 9
ENSG00000243509	TNFRSF6B	486	TNF receptor superfamily member 6b
ENSG00000230601	TEX48	485	testis expressed 48
ENSG00000133115	STOML3	485	stomatin like 3
ENSG00000229415	SFTA3	485	surfactant associated 3
ENSG00000206341	HLA-H	485	major histocompatibility complex, class I, H (pseudogene)
ENSG00000160973	FOXH1	485	forkhead box H1
ENSG00000075429	CACNG5	485	calcium voltage-gated channel auxiliary subunit gamma 5
ENSG00000173093	CCDC63	484	coiled-coil domain containing 63
ENSG00000204118	NAP1L6P	484	nucleosome assembly protein 1 like 6, pseudogene
ENSG00000138675	FGF5	484	fibroblast growth factor 5
ENSG00000211632	IGKV3D-11	484	immunoglobulin kappa variable 3D-11
ENSG00000185960	SHOX	483	SHOX homeobox
ENSG00000172752	COL6A5	483	collagen type VI alpha 5 chain
ENSG00000102924	CBLN1	483	cerebellin 1 precursor
ENSG00000198092	TMPRSS11F	483	transmembrane serine protease 11F
ENSG00000140522	RLBP1	483	retinaldehyde binding protein 1
ENSG00000152034	MCHR2	482	melanin concentrating hormone receptor 2
ENSG00000054803	CBLN4	482	cerebellin 4 precursor
ENSG00000149742	SLC22A9	482	solute carrier family 22 member 9
ENSG00000211625	IGKV3D-20	482	immunoglobulin kappa variable 3D-20
ENSG00000101890	GUCY2F	482	guanylate cyclase 2F, retinal
ENSG00000232237	ASCL5	481	achaete-scute family bHLH transcription factor 5
ENSG00000157330	CFAP107	481	cilia and flagella associated protein 107
ENSG00000131126	TEX101	481	testis expressed 101
ENSG00000157884	CIB4	481	calcium and integrin binding family member 4
ENSG00000214102	WEE2	481	WEE2 oocyte meiosis inhibiting kinase
ENSG00000135517	MIP	481	major intrinsic protein of lens fiber
ENSG00000180432	CYP8B1	481	cytochrome P450 family 8 subfamily B member 1
ENSG00000142623	PADI1	481	peptidyl arginine deiminase 1
ENSG00000151360	ALLC	481	allantoicase
ENSG00000212124	TAS2R19	480	taste 2 receptor member 19
ENSG00000277758	SYT15B	480	synaptotagmin 15B
ENSG00000185888	PRSS38	480	serine protease 38
ENSG00000256660	CLEC12B	480	C-type lectin domain family 12 member B
ENSG00000139574	NPFF	480	neuropeptide FF-amide peptide precursor
ENSG00000203618	GP1BB	479	glycoprotein Ib platelet subunit beta
ENSG00000187959	CPSF4L	479	cleavage and polyadenylation specific factor 4 like
ENSG00000175189	INHBC	479	inhibin subunit beta C
ENSG00000123965	PMS2P5	479	PMS1 homolog 2, mismatch repair system component pseudogene 5
ENSG00000162460	TMEM82	479	transmembrane protein 82
ENSG00000198028	ZNF560	479	zinc finger protein 560
ENSG00000186297	GABRA5	479	gamma-aminobutyric acid type A receptor subunit alpha5
ENSG00000219435	CATSPERZ	478	catsper channel auxiliary subunit zeta
ENSG00000170788	DYDC1	478	DPY30 domain containing 1
